rank,university,city,field,branch,acceptance_rate,funding
32,University of the City of Manila,Manila,Medicine,Pathology,13,"Public-private
partnership"
33,University of the Philippines Mindanao,Davao,Medicine,Pathology,70,"Public-private
partnership"
34,University of Perpetual Help System DALTA,Las Pinas,Medicine,Pathology,56,Private
35,Technological Institute of the Philippines,Manila,Medicine,Pathology,66,Private
36,Isabela State University,Echague,Medicine,Pathology,88,"Public-private
partnership"
37,University of Southern Mindanao,Kabacan,Medicine,Pathology,50,"Public-private
partnership"
38,Benguet State University,La Trinidad,Medicine,Pathology,100,"Public-private
partnership"
39,Adventist University of the Philippines,Cavite City,Medicine,Pathology,87,Private
40,University of Zamboanga,Zamboanga,Medicine,Pathology,88,Private
41,University of the Philippines Baguio,Baguio,Medicine,Pathology,45,"Public-private
partnership"
42,Laguna State Polytechnic University,Sta. Cruz,Medicine,Pathology,23,"Public-private
partnership"
43,Mariano Marcos State University,Batac,Medicine,Pathology,82,"Public-private
partnership"
44,Liceo de Cagayan University,Cagayan de Oro,Medicine,Pathology,86,Private
45,Emilio Aguinaldo College,Manila,Medicine,Pathology,92,Private
46,Surigao del Sur State University,Tandag,Medicine,Pathology,83,"Public-private
partnership"
47,University of the Immaculate Conception,Davao,Medicine,Pathology,74,Private
1,University of the Philippines Manila,Manila,Medicine,Pediatrics,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Pediatrics,90,Private
1,University of the Philippines Manila,Manila,Medicine,Pharmacology,51,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Medicine,Pharmacology,12,"Public-private
partnership"
3,University of Santo Tomas,Manila,Medicine,Pharmacology,90,Private
4,De La Salle University,Manila,Medicine,Pharmacology,35,Private
5,Mapua University,Manila,Medicine,Pharmacology,78,Private
6,Ateneo de Manila University,Quezon,Medicine,Pharmacology,42,Private
7,University of the Philippines Los Banos,Los Banos,Medicine,Pharmacology,15,"Public-private
partnership"
8,University of Asia and the Pacific,Pasig,Medicine,Pharmacology,74,Private
1,University of the Philippines Manila,Manila,Medicine,Physical Therapy,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Physical Therapy,90,Private
3,University of the Philippines Diliman,Quezon,Medicine,Physical Therapy,12,"Public-private
partnership"
4,De La Salle University,Manila,Medicine,Physical Therapy,35,Private
5,Ateneo de Manila University,Quezon,Medicine,Physical Therapy,42,Private
6,Adamson University,Manila,Medicine,Physical Therapy,61,Private
7,Mapua University,Manila,Medicine,Physical Therapy,78,Private
8,University of the Philippines Los Banos,Los Banos,Medicine,Physical Therapy,15,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Psychiatry,51,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Psychiatry,35,Private
3,University of Santo Tomas,Manila,Medicine,Psychiatry,90,Private
4,University of the Philippines Diliman,Quezon,Medicine,Psychiatry,12,"Public-private
partnership"
5,Angeles University Foundation,Angeles,Medicine,Psychiatry,80,Private
6,Ateneo de Manila University,Quezon,Medicine,Psychiatry,42,Private
7,University of the Philippines Los Banos,Los Banos,Medicine,Psychiatry,15,"Public-private
partnership"
8,University of Mindanao,Davao,Medicine,Psychiatry,92,Private
9,Mapua University,Manila,Medicine,Psychiatry,78,Private
10,Visayas State University,Baybay,Medicine,Psychiatry,82,"Public-private
partnership"
11,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Psychiatry,40,"Public-private
partnership"
12,University of Asia and the Pacific,Pasig,Medicine,Psychiatry,74,Private
13,Laguna State Polytechnic University,Sta. Cruz,Medicine,Psychiatry,23,"Public-private
partnership"
14,Lyceum of the Philippines University,Manila,Medicine,Psychiatry,82,Private
15,Bulacan State University,Malolos,Medicine,Psychiatry,52,"Public-private
partnership"
16,West Visayas State University,Iloilo,Medicine,Psychiatry,67,"Public-private
partnership"
17,Adamson University,Manila,Medicine,Psychiatry,61,Private
18,Philippine Normal University,Manila,Medicine,Psychiatry,50,"Public-private
partnership"
19,University of San Carlos,Cebu,Medicine,Psychiatry,61,Private
20,Mindanao State University,Marawi,Medicine,Psychiatry,53,"Public-private
partnership"
21,Leyte Normal University,Tacloban,Medicine,Psychiatry,84,"Public-private
partnership"
22,Cebu Normal University,Cebu,Medicine,Psychiatry,71,"Public-private
partnership"
23,Isabela State University,Echague,Medicine,Psychiatry,88,"Public-private
partnership"
24,University of Perpetual Help System DALTA,Las Pinas,Medicine,Psychiatry,56,Private
25,Polytechnic University of the Philippines,Manila,Medicine,Psychiatry,40,"Public-private
partnership"
26,Liceo de Cagayan University,Cagayan de Oro,Medicine,Psychiatry,86,Private
27,Emilio Aguinaldo College,Manila,Medicine,Psychiatry,92,Private
28,Batangas State University,Batangas,Medicine,Psychiatry,85,"Public-private
partnership"
29,Adventist University of the Philippines,Cavite City,Medicine,Psychiatry,87,Private
1,University of the Philippines Manila,Manila,Medicine,Public Health,51,"Public-private
partnership"
2,University of the Philippines Diliman,Quezon,Medicine,Public Health,12,"Public-private
partnership"
3,De La Salle University,Manila,Medicine,Public Health,35,Private
4,University of the Philippines Los Banos,Los Banos,Medicine,Public Health,15,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Medicine,Public Health,42,Private
6,University of Santo Tomas,Manila,Medicine,Public Health,90,Private
7,University of San Carlos,Cebu,Medicine,Public Health,61,Private
8,Mapua University,Manila,Medicine,Public Health,78,Private
9,Angeles University Foundation,Angeles,Medicine,Public Health,80,Private
10,Visayas State University,Baybay,Medicine,Public Health,82,"Public-private
partnership"
11,Central Luzon State University,Science City of Munoz,Medicine,Public Health,67,"Public-private
partnership"
12,Mindanao State University,Marawi,Medicine,Public Health,53,"Public-private
partnership"
13,Asian Institute of Management,Makati,Medicine,Public Health,60,Private
14,Silliman University,Dumaguete City,Medicine,Public Health,64,Private
15,Mindanao State University - Iligan Institute of Technology,Iligan,Medicine,Public Health,40,"Public-private
partnership"
16,Laguna State Polytechnic University,Sta. Cruz,Medicine,Public Health,23,"Public-private
partnership"
17,University of the Philippines in the Visayas,Iloilo,Medicine,Public Health,12,"Public-private
partnership"
18,Leyte Normal University,Tacloban,Medicine,Public Health,84,"Public-private
partnership"
19,University of Asia and the Pacific,Pasig,Medicine,Public Health,74,Private
20,University of the Philippines Mindanao,Davao,Medicine,Public Health,70,"Public-private
partnership"
21,Adventist University of the Philippines,Cavite City,Medicine,Public Health,87,Private
22,Polytechnic University of the Philippines,Manila,Medicine,Public Health,40,"Public-private
partnership"
23,University of Southern Mindanao,Kabacan,Medicine,Public Health,50,"Public-private
partnership"
24,Cebu Normal University,Cebu,Medicine,Public Health,71,"Public-private
partnership"
25,Philippine Normal University,Manila,Medicine,Public Health,50,"Public-private
partnership"
26,Caraga State University,Butuan,Medicine,Public Health,84,"Public-private
partnership"
27,Liceo de Cagayan University,Cagayan de Oro,Medicine,Public Health,86,Private
28,University of Mindanao,Davao,Medicine,Public Health,92,Private
29,Lyceum of the Philippines University,Manila,Medicine,Public Health,82,Private
30,Central Mindanao University,Maramag,Medicine,Public Health,74,"Public-private
partnership"
31,West Visayas State University,Iloilo,Medicine,Public Health,67,"Public-private
partnership"
32,Isabela State University,Echague,Medicine,Public Health,88,"Public-private
partnership"
1,University of the Philippines Manila,Manila,Medicine,Radiation Therapy,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Radiation Therapy,90,Private
1,University of the Philippines Manila,Manila,Medicine,Radiology,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Radiology,90,Private
3,De La Salle University,Manila,Medicine,Radiology,35,Private
4,Angeles University Foundation,Angeles,Medicine,Radiology,80,Private
5,University of the Philippines Diliman,Quezon,Medicine,Radiology,12,"Public-private
partnership"
6,University of Asia and the Pacific,Pasig,Medicine,Radiology,74,Private
7,Mapua University,Manila,Medicine,Radiology,78,Private
8,University of the Philippines Los Banos,Los Banos,Medicine,Radiology,15,"Public-private
partnership"
9,Ateneo de Manila University,Quezon,Medicine,Radiology,42,Private
1,University of the Philippines Diliman,Quezon,Medicine,Social Work,12,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Social Work,35,Private
1,University of Santo Tomas,Manila,Medicine,Sports,90,Private
2,University of the Philippines Manila,Manila,Medicine,Sports,51,"Public-private
partnership"
3,De La Salle University,Manila,Medicine,Sports,35,Private
1,University of the Philippines Manila,Manila,Medicine,Surgery,51,"Public-private
partnership"
2,University of Santo Tomas,Manila,Medicine,Surgery,90,Private
3,Angeles University Foundation,Angeles,Medicine,Surgery,80,Private
4,University of the Philippines Diliman,Quezon,Medicine,Surgery,12,"Public-private
partnership"
5,De La Salle University,Manila,Medicine,Surgery,35,Private
6,University of Asia and the Pacific,Pasig,Medicine,Surgery,74,Private
7,Mapua University,Manila,Medicine,Surgery,78,Private
8,University of the Philippines Los Banos,Los Banos,Medicine,Surgery,15,"Public-private
partnership"
9,Ateneo de Manila University,Quezon,Medicine,Surgery,42,Private
10,University of Perpetual Help System DALTA,Las Pinas,Medicine,Surgery,56,Private
1,University of the Philippines Los Banos,Los Banos,Medicine,Toxicology,15,"Public-private
partnership"
2,University of the Philippines Manila,Manila,Medicine,Toxicology,51,"Public-private
partnership"
1,University of the Philippines Los Banos,Los Banos,Medicine,Veterinary,15,"Public-private
partnership"
2,University of the Philippines Manila,Manila,Medicine,Veterinary,51,"Public-private
partnership"
3,Central Luzon State University,Science City of Munoz,Medicine,Veterinary,67,"Public-private
partnership"
4,University of the Philippines Diliman,Quezon,Medicine,Veterinary,12,"Public-private
partnership"
5,De La Salle University,Manila,Medicine,Veterinary,35,Private
6,Visayas State University,Baybay,Medicine,Veterinary,82,"Public-private
partnership"
7,University of Santo Tomas,Manila,Medicine,Veterinary,90,Private
1,University of the Philippines Manila,Manila,Medicine,Virology,51,"Public-private
partnership"
2,De La Salle University,Manila,Medicine,Virology,35,Private
3,University of Santo Tomas,Manila,Medicine,Virology,90,Private
4,University of the Philippines Los Banos,Los Banos,Medicine,Virology,15,"Public-private
partnership"
5,University of the Philippines Diliman,Quezon,Medicine,Virology,12,"Public-private
partnership"
6,Ateneo de Manila University,Quezon,Medicine,Virology,42,Private
7,Central Luzon State University,Science City of Munoz,Medicine,Virology,67,"Public-private
partnership"
8,Mapua University,Manila,Medicine,Virology,78,Private
9,Angeles University Foundation,Angeles,Medicine,Virology,80,Private
1,University of the Philippines Diliman,Quezon,Physics,Overall,12,"Public-private
partnership"
2,De La Salle University,Manila,Physics,Overall,35,Private
3,Mapua University,Manila,Physics,Overall,78,Private
4,University of the Philippines Los Banos,Los Banos,Physics,Overall,15,"Public-private
partnership"
5,Ateneo de Manila University,Quezon,Physics,Overall,42,Private
6,University of the Philippines Manila,Manila,Physics,Overall,51,"Public-private
partnership"
7,University of Santo Tomas,Manila,Physics,Overall,90,Private
8,University of San Carlos,Cebu,Physics,Overall,61,Private
9,Mindanao State University - Iligan Institute of Technology,Iligan,Physics,Overall,40,"Public-private
partnership"
